1,20150914,PBR,JMF
1,20150914,GNL,DSV
1,20150914,CPO,SWL
1,20150914,FBS,CRA
1,20150914,SCN,TWC
1,20150914,SJK,NLT
1,20150914,DTP,SSS
2,20150921,JMF,GNL
2,20150921,DSV,CPO
2,20150921,SWL,FBS
2,20150921,CRA,SCN
2,20150921,TWC,SJK
2,20150921,NLT,DTP
2,20150921,SSS,PBR
3,20150928,CPO,JMF
3,20150928,FBS,DSV
3,20150928,SCN,SWL
3,20150928,SJK,CRA
3,20150928,DTP,TWC
3,20150928,PBR,NLT
3,20150928,GNL,SSS
4,20151005,JMF,FBS
4,20151005,DSV,SCN
4,20151005,SWL,SJK
4,20151005,CRA,DTP
4,20151005,TWC,PBR
4,20151005,NLT,GNL
4,20151005,SSS,CPO
5,20151012,DTP,JMF
5,20151012,TWC,CRA
5,20151012,SSS,DSV
5,20151012,NLT,SWL
5,20151012,CPO,FBS
5,20151012,PBR,SJK
5,20151012,GNL,SCN
6,20151019,DSV,PBR
6,20151019,SWL,SSS
6,20151019,JMF,TWC
6,20151019,CRA,NLT
6,20151019,SJK,GNL
6,20151019,FBS,DTP
6,20151019,SCN,CPO
7,20151026,GNL,SWL
7,20151026,JMF,DSV
7,20151026,CRA,SSS
7,20151026,NLT,TWC
7,20151026,PBR,DTP
7,20151026,SJK,CPO
7,20151026,FBS,SCN
8,20151102,FBS,TWC
8,20151102,SWL,JMF
8,20151102,DSV,CRA
8,20151102,SSS,NLT
8,20151102,DTP,GNL
8,20151102,CPO,PBR
8,20151102,SCN,SJK
9,20151109,NLT,SCN
9,20151109,CRA,SWL
9,20151109,SSS,JMF
9,20151109,TWC,DSV
9,20151109,GNL,CPO
9,20151109,DTP,SJK
9,20151109,PBR,FBS
10,20151116,CRA,CPO
10,20151116,TWC,SSS
10,20151116,DSV,SWL
10,20151116,NLT,JMF
10,20151116,SJK,FBS
10,20151116,GNL,PBR
10,20151116,DTP,SCN
11,20151123,SSS,SJK
11,20151123,DSV,NLT
11,20151123,JMF,CRA
11,20151123,SWL,TWC
11,20151123,SCN,PBR
11,20151123,CPO,DTP
11,20151123,FBS,GNL
91,20151130,NLT,SJK
91,20151130,JMF,DSV
91,20151130,PBR,SSS
91,20151130,SCN,SWL
92,20151207,DSV,SJK
92,20151207,SSS,SWL
93,20151214,SWL,SJK,ANC
93,20151214,DSV,SSS,ANC
