1,20150914,PBR,JMF,48,52
1,20150914,GNL,DSV,47,53
1,20150914,CPO,SWL,32,68
1,20150914,FBS,CRA,31,56
1,20150914,SCN,TWC,58,38
1,20150914,SJK,NLT,41,59
1,20150914,DTP,SSS,37,63
2,20150921,JMF,GNL,51,50
2,20150921,DSV,CPO,59,41
2,20150921,SWL,FBS,64,36
2,20150921,CRA,SCN,44,52
2,20150921,TWC,SJK,41,59
2,20150921,NLT,DTP,48,39
2,20150921,SSS,PBR,40,60
3,20150928,CPO,JMF,20,71
3,20150928,FBS,DSV,25,75
3,20150928,SCN,SWL,47,53
3,20150928,SJK,CRA,60,40
3,20150928,DTP,TWC,39,61
3,20150928,PBR,NLT,30,66
3,20150928,GNL,SSS,38,62
4,20151005,JMF,FBS,68,32
4,20151005,DSV,SCN,61,39
4,20151005,SWL,SJK,43,57
4,20151005,CRA,DTP,41,46
4,20151005,TWC,PBR,32,68
4,20151005,NLT,GNL,46,50
4,20151005,SSS,CPO,55,45
5,20151012,DTP,JMF,44,56
5,20151012,TWC,CRA,68,28
5,20151012,SSS,DSV,44,56
5,20151012,NLT,SWL,35,65
5,20151012,CPO,FBS,49,51
5,20151012,PBR,SJK,34,62
5,20151012,GNL,SCN,65,35
6,20151019,DSV,PBR,45,55
6,20151019,SWL,SSS,40,60
6,20151019,JMF,TWC,57,43
6,20151019,CRA,NLT,47,63
6,20151019,SJK,GNL,53,47
6,20151019,FBS,DTP,30,62
6,20151019,SCN,CPO,66,34
7,20151026,GNL,SWL,42,58
7,20151026,JMF,DSV,41,59
7,20151026,CRA,SSS,22,69
7,20151026,NLT,TWC,45,55
7,20151026,PBR,DTP,49,51
7,20151026,SJK,CPO,56,40
7,20151026,FBS,SCN,35,65
8,20151102,FBS,TWC,27,73
8,20151102,SWL,JMF,46,54
8,20151102,DSV,CRA,53,47
8,20151102,SSS,NLT,53,47
8,20151102,DTP,GNL,39,48
8,20151102,CPO,PBR,28,72
8,20151102,SCN,SJK,31,69
9,20151109,NLT,SCN,49,51
9,20151109,CRA,SWL,25,71
9,20151109,SSS,JMF,54,46
9,20151109,TWC,DSV,38,62
9,20151109,GNL,CPO,60,40
9,20151109,DTP,SJK,37,63
9,20151109,PBR,FBS,66,34
10,20151116,CRA,CPO,61,39
10,20151116,TWC,SSS,30,70
10,20151116,DSV,SWL,45,55
10,20151116,NLT,JMF,46,54
10,20151116,SJK,FBS,68,32
10,20151116,GNL,PBR,40,60
10,20151116,DTP,SCN,45,55
11,20151123,SSS,SJK,39,61
11,20151123,DSV,NLT,40,60
11,20151123,JMF,CRA,38,62
11,20151123,SWL,TWC,52,48
11,20151123,SCN,PBR,44,56
11,20151123,CPO,DTP,45,55
11,20151123,FBS,GNL,42,58
91,20151130,NLT,SJK,48,52
91,20151130,JMF,DSV,37,59
91,20151130,PBR,SSS,42,58
91,20151130,SCN,SWL,45,55
92,20151207,DSV,SJK,34,66
92,20151207,SSS,SWL,41,59
93,20151214,FN2,FN1,36,64
93,20151214,FN4,FN3,47,53
