1,20160215,JMF,FBS,66,34
1,20160215,NLT,SCN,46,54
1,20160215,CPO,LLK,64,27
1,20160215,PBR,SWL,45,55
1,20160215,TWC,DTP,45,55
1,20160215,SSS,VUK,75,21
1,20160215,SJK,CRA,53,47
1,20160215,GNL,DSV,44,56
2,20160222,VUK,FBS,42,54
2,20160222,SJK,NLT,52,48
2,20160222,DSV,LLK,68,32
2,20160222,JMF,PBR,42,58
2,20160222,SCN,DTP,55,41
2,20160222,CPO,SSS,29,71
2,20160222,SWL,CRA,52,48
2,20160222,TWC,GNL,51,49
3,20160229,FBS,DSV,27,73
3,20160229,NLT,JMF,33,67
3,20160229,LLK,SCN,35,65
3,20160229,PBR,CPO,59,41
3,20160229,DTP,SWL,32,64
3,20160229,SSS,TWC,42,58
3,20160229,CRA,VUK,55,45
3,20160229,GNL,SJK,26,74
4,20160307,TWC,FBS,61,39
4,20160307,VUK,NLT,48,52
4,20160307,SJK,LLK,74,17
4,20160307,DSV,PBR,65,35
4,20160307,JMF,DTP,37,63
4,20160307,SCN,SSS,46,54
4,20160307,CPO,CRA,39,61
4,20160307,SWL,GNL,60,40
5,20160314,FBS,NLT,37,63
5,20160314,GNL,LLK,66,34
5,20160314,CRA,PBR,48,52
5,20160314,SSS,DTP,51,49
5,20160314,VUK,TWC,32,68
5,20160314,SJK,SWL,62,38
5,20160314,DSV,CPO,51,49
5,20160314,JMF,SCN,42,58
6,20160321,PBR,LLK,70,30
6,20160321,CRA,FBS,52,40
6,20160321,SSS,GNL,44,52
6,20160321,DTP,NLT,44,56
6,20160321,SJK,DSV,51,49
6,20160321,TWC,CPO,59,41
6,20160321,SWL,SCN,48,52
6,20160321,VUK,JMF,47,46
7,20160404,NLT,SSS,47,53
7,20160404,GNL,CRA,47,53
7,20160404,FBS,PBR,29,67
7,20160404,LLK,DTP,28,72
7,20160404,SCN,VUK,58,42
7,20160404,CPO,SWL,26,74
7,20160404,DSV,TWC,49,51
7,20160404,JMF,SJK,37,63
8,20160411,DTP,CRA,32,64
8,20160411,PBR,GNL,54,46
8,20160411,LLK,NLT,30,66
8,20160411,FBS,SSS,30,70
8,20160411,CPO,JMF,41,59
8,20160411,SWL,DSV,43,57
8,20160411,VUK,SJK,31,65
8,20160411,SCN,TWC,42,58
9,20160418,LLK,FBS,30,61
9,20160418,NLT,PBR,38,62
9,20160418,GNL,DTP,44,56
9,20160418,CRA,SSS,51,49
9,20160418,TWC,SJK,40,60
9,20160418,DSV,VUK,59,41
9,20160418,JMF,SWL,28,68
9,20160418,SCN,CPO,63,37
10,20160425,DTP,PBR,54,46
10,20160425,FBS,GNL,44,56
10,20160425,CRA,NLT,47,53
10,20160425,SSS,LLK,63,37
10,20160425,DSV,JMF,52,48
10,20160425,SWL,TWC,58,42
10,20160425,VUK,CPO,46,54
10,20160425,SJK,SCN,60,40
11,20160502,LLK,CRA,27,73
11,20160502,NLT,GNL,51,50
11,20160502,DTP,FBS,61,39
11,20160502,PBR,SSS,45,55
11,20160502,CPO,SJK,30,70
11,20160502,SWL,VUK,58,42
11,20160502,TWC,JMF,50,51
11,20160502,SCN,DSV,50,51
91,20160509,PBR,SSS,46,54
91,20160509,TWC,DSV,52,48
91,20160509,CRA,SWL,40,60
91,20160509,SCN,SJK,33,67
92,20160516,TWC,SSS,52,48
92,20160516,SWL,SJK,47,53
93,20160523,TWC,SJK,51,49
93,20160523,SWL,SSS,56,44
