 1,20190909,ETB,DSV,AAB
 1,20190909,DTP,SSS,SHR
 1,20190909,SJK,SWL,8BT
 1,20190909,PBR,SCN,NAR
 1,20190909,IBL,CRA,ANC
 1,20190909,TWC,NLT,OLF
 1,20190909,TSV,TND,CDX
 1,20190909,CPO,TBC,IBX
 1,20190909,PKT,KNR,FFD
 1,20190909,CDC,SKP,KRA
 1,20190909,DIH,JMF,JUP
 1,20190909,PGN,HHS,HND
 1,20190909,RMS,LLK,LLQ
 2,20190916,SWL,ETB,TGA
 2,20190916,SSS,SJK,FTB
 2,20190916,DSV,DTP,JUP
 2,20190916,SCN,TWC,FFD
 2,20190916,NLT,IBL,IBX
 2,20190916,CRA,PBR,AAB
 2,20190916,KNR,TSV,VID
 2,20190916,TBC,PKT,COP
 2,20190916,TND,CPO,ANC
 2,20190916,SKP,PGN,8BT
 2,20190916,LLK,DIH,SHR
 2,20190916,HHS,CDC,CDX
 2,20190916,JMF,RMS,RAY
 3,20190923,DTP,SWL,8BT
 3,20190923,DSV,SSS,SHR
 3,20190923,ETB,SJK,FTB
 3,20190923,TWC,CRA,ANC
 3,20190923,IBL,PBR,AAB
 3,20190923,NLT,SCN,NAR
 3,20190923,CPO,KNR,FFD
 3,20190923,TND,TBC,IBX
 3,20190923,TSV,PKT,COP
 3,20190923,PGN,JMF,JUP
 3,20190923,DIH,CDC,CDX
 3,20190923,LLK,HHS,HND
 3,20190923,RMS,SKP,KRA
 4,20190930,SJK,DTP,JUP
 4,20190930,SSS,ETB,TGA
 4,20190930,SWL,DSV,AAB
 4,20190930,CRA,NLT,OLF
 4,20190930,SCN,IBL,IBX
 4,20190930,PBR,TWC,FFD
 4,20190930,PKT,CPO,ANC
 4,20190930,TBC,TSV,VID
 4,20190930,HHS,TND,CDX
 4,20190930,JMF,LLK,LLQ
 4,20190930,SKP,DIH,SHR
 4,20190930,CDC,PGN,8BT
 4,20190930,KNR,RMS,RAY
 5,20191007,DSV,SJK,FTB
 5,20191007,SWL,SSS,SHR
 5,20191007,DTP,ETB,TGA
 5,20191007,NLT,PBR,AAB
 5,20191007,IBL,TWC,FFD
 5,20191007,SCN,CRA,ANC
 5,20191007,TND,PKT,COP
 5,20191007,KNR,TBC,IBX
 5,20191007,CPO,HHS,HND
 5,20191007,LLK,CDC,CDX
 5,20191007,DIH,PGN,8BT
 5,20191007,SKP,JMF,JUP
 5,20191007,RMS,TSV,VID
 6,20191014,SSS,IBL,IBX
 6,20191014,SJK,NLT,OLF
 6,20191014,CRA,DTP,JUP
 6,20191014,ETB,SCN,NAR
 6,20191014,PBR,DSV,AAB
 6,20191014,TWC,SWL,8BT
 6,20191014,TBC,DIH,SHR
 6,20191014,PKT,LLK,LLQ
 6,20191014,JMF,HHS,HND
 6,20191014,TSV,SKP,KRA
 6,20191014,CDC,TND,CDX
 6,20191014,PGN,KNR,FFD
 6,20191014,RMS,CPO,ANC
 7,20191021,TWC,SSS,SHR
 7,20191021,IBL,SJK,FTB
 7,20191021,NLT,DTP,JUP
 7,20191021,CRA,ETB,TGA
 7,20191021,SCN,DSV,AAB
 7,20191021,PBR,SWL,8BT
 7,20191021,PGN,TBC,IBX
 7,20191021,DIH,PKT,COP
 7,20191021,LLK,CPO,ANC
 7,20191021,JMF,TSV,VID
 7,20191021,SKP,TND,CDX
 7,20191021,HHS,KNR,FFD
 7,20191021,CDC,RMS,RAY
 8,20191028,SSS,PBR,AAB
 8,20191028,SJK,TWC,FFD
 8,20191028,DTP,IBL,IBX
 8,20191028,ETB,NLT,OLF
 8,20191028,DSV,CRA,ANC
 8,20191028,SWL,SCN,NAR
 8,20191028,TBC,CDC,CDX
 8,20191028,PKT,HHS,HND
 8,20191028,CPO,DIH,SHR
 8,20191028,TSV,LLK,LLQ
 8,20191028,TND,JMF,JUP
 8,20191028,KNR,SKP,KRA
 8,20191028,RMS,PGN,8BT
 9,20191104,SCN,SSS,SHR
 9,20191104,PBR,SJK,FTB
 9,20191104,TWC,DTP,JUP
 9,20191104,IBL,ETB,TGA
 9,20191104,NLT,DSV,AAB
 9,20191104,CRA,SWL,8BT
 9,20191104,SKP,TBC,IBX
 9,20191104,CDC,PKT,COP
 9,20191104,PGN,CPO,ANC
 9,20191104,HHS,TSV,VID
 9,20191104,LLK,TND,CDX
 9,20191104,JMF,KNR,FFD
 9,20191104,DIH,RMS,RAY
10,20191111,SSS,CRA,ANC
10,20191111,SJK,SCN,NAR
10,20191111,DTP,PBR,AAB
10,20191111,ETB,TWC,FFD
10,20191111,DSV,IBL,IBX
10,20191111,SWL,NLT,OLF
10,20191111,TBC,JMF,JUP
10,20191111,HHS,SKP,KRA
10,20191111,CPO,CDC,CDX
10,20191111,TSV,PGN,8BT
10,20191111,TND,DIH,SHR
10,20191111,KNR,LLK,LLQ
10,20191111,PKT,RMS,RAY
11,20191118,NLT,SSS,SHR
11,20191118,CRA,SJK,FTB
11,20191118,SCN,DTP,JUP
11,20191118,PBR,ETB,TGA
11,20191118,TWC,DSV,AAB
11,20191118,IBL,SWL,8BT
11,20191118,LLK,TBC,IBX
11,20191118,JMF,PKT,COP
11,20191118,SKP,CPO,ANC
11,20191118,CDC,TSV,VID
11,20191118,PGN,TND,CDX
11,20191118,DIH,KNR,FFD
11,20191118,RMS,HHS,HND
