PBR,AAB,Point Breakers,North
FFS,AAB,Flippity Flaps,Central
SSS,SHR,Silverball Slayers,Central
BBS,SHR,Bumper Buddies,South
VKR,OLF,Vikingar,North
JMF,JJS,Middle Flippers,Central
ELL,FFD,Ellipsis,South
SCN,NAR,Seacorns,South
BZK,ANC,Berzerkers,North
SWL,8BT,Specials When Lit,South
SJK,FTB,Soda Jerks,Central
CHD,FTB,Coneheads,North
